#temps  Wn_tot  -Wt_tot  Wp_tot  Wint_tot  KEr_tot  
0.91 0.00467854 0.686053 6.21926 3.95019 0.350794
0.912 0.00468032 0.686513 6.22222 3.95193 0.350816
0.914 0.00468153 0.68697 6.22519 3.95366 0.350845
0.916 0.00468258 0.687426 6.22815 3.95539 0.350875
0.918 0.00468344 0.68788 6.23113 3.95712 0.350911
0.92 0.00468433 0.688333 6.2341 3.95884 0.350948
0.922 0.00468519 0.688784 6.23709 3.96056 0.350991
0.924 0.00468613 0.689234 6.24008 3.96228 0.351033
0.926 0.00468698 0.689681 6.24308 3.964 0.351079
0.928 0.00468786 0.690127 6.24609 3.96573 0.351125
0.93 0.00468875 0.690571 6.24911 3.96745 0.351173
0.932 0.0046898 0.691013 6.25214 3.96917 0.35122
0.934 0.00469093 0.691452 6.25517 3.9709 0.351269
0.936 0.00469165 0.69189 6.25822 3.97262 0.351315
0.938 0.00469277 0.692325 6.26128 3.97435 0.351363
0.94 0.00469375 0.692757 6.26435 3.97608 0.351412
0.942 0.00469471 0.693186 6.26743 3.97781 0.351463
0.944 0.00469567 0.693613 6.27052 3.97954 0.351515
0.946 0.00469669 0.694038 6.27363 3.98127 0.351567
0.948 0.0046981 0.694461 6.27674 3.98301 0.35162
0.95 0.00469988 0.694882 6.27987 3.98474 0.351676
0.952 0.0047008 0.695301 6.283 3.98648 0.351733
0.954 0.00470219 0.695719 6.28615 3.98821 0.351792
0.956 0.00470353 0.696135 6.28931 3.98995 0.351858
0.958 0.00470464 0.696551 6.29248 3.99168 0.351931
0.96 0.00470635 0.696966 6.29567 3.99342 0.352012
0.962 0.00470747 0.697381 6.29886 3.99515 0.352099
0.964 0.00470896 0.697795 6.30206 3.99688 0.352192
0.966 0.00471049 0.69821 6.30528 3.99862 0.352289
0.968 0.00471189 0.698623 6.30851 4.00035 0.352391
0.97 0.00471441 0.699037 6.31175 4.00208 0.352486
0.972 0.00471694 0.699448 6.31501 4.00381 0.352582
0.974 0.00471869 0.69986 6.31828 4.00555 0.352676
0.976 0.004721 0.700271 6.32158 4.00729 0.352778
0.978 0.00472284 0.700684 6.3249 4.00904 0.352881
0.98 0.00472482 0.701099 6.32824 4.01079 0.352988
0.982 0.00472674 0.701516 6.33161 4.01256 0.353096
0.984 0.00472887 0.701936 6.33501 4.01434 0.353206
0.986 0.0047312 0.702359 6.33843 4.01612 0.353315
0.988 0.00473328 0.702785 6.34188 4.01792 0.353427
0.99 0.00473559 0.703215 6.34535 4.01973 0.353535
0.992 0.00473782 0.703647 6.34885 4.02154 0.353646
0.994 0.00474012 0.704085 6.35237 4.02337 0.35375
0.996 0.0047417 0.704528 6.35591 4.0252 0.353851
0.998 0.00474413 0.704975 6.35947 4.02705 0.353949
1 0.00474735 0.705427 6.36305 4.02889 0.354042
1.002 0.00475126 0.705876 6.36665 4.03075 0.354144
1.004 0.00475511 0.706332 6.37026 4.03261 0.354235
1.006 0.00475888 0.706791 6.37389 4.03448 0.354334
1.008 0.00476387 0.707258 6.37753 4.03637 0.354425
1.01 0.00476751 0.70773 6.38119 4.03825 0.354522
1.012 0.00477192 0.708209 6.38485 4.04014 0.354608
1.014 0.00477528 0.708692 6.38852 4.04204 0.354698
1.016 0.0047801 0.709186 6.39219 4.04394 0.354778
1.018 0.00478523 0.709676 6.39587 4.04583 0.354874
1.02 0.00479165 0.710174 6.39957 4.04774 0.354956
1.022 0.00479525 0.710675 6.40327 4.04964 0.355037
1.024 0.0048013 0.711179 6.40699 4.05154 0.355124
1.026 0.00480467 0.711692 6.41072 4.05345 0.355194
1.028 0.00480998 0.712202 6.41446 4.05535 0.355279
1.03 0.00481444 0.712724 6.41821 4.05727 0.355343
1.032 0.00481809 0.713242 6.42197 4.05917 0.355421
1.034 0.00482379 0.713768 6.42574 4.06108 0.355489
1.036 0.00482679 0.714295 6.42952 4.06299 0.355559
1.038 0.00483366 0.714823 6.43331 4.06489 0.355634
1.04 0.00483617 0.715356 6.43711 4.06679 0.355701
1.042 0.00484292 0.715888 6.44093 4.06868 0.355788
1.044 0.00484698 0.716425 6.44476 4.07059 0.355856
1.046 0.00485248 0.71696 6.44861 4.07248 0.355947
1.048 0.00485738 0.717501 6.45246 4.07438 0.356023
1.05 0.00486193 0.71804 6.45633 4.07626 0.356118
1.052 0.00486767 0.718582 6.46022 4.07816 0.356206
1.054 0.00487061 0.719123 6.46412 4.08004 0.356306
1.056 0.0048776 0.719664 6.46805 4.08192 0.356414
1.058 0.00488101 0.720205 6.47199 4.08381 0.356525
1.06 0.00488817 0.720745 6.47596 4.08569 0.356656
1.062 0.00489265 0.721287 6.47996 4.08758 0.356786
1.064 0.0048993 0.721824 6.48398 4.08945 0.356942
1.066 0.00490477 0.722366 6.48804 4.09135 0.357092
1.068 0.004911 0.722905 6.49212 4.09322 0.357265
1.07 0.00491539 0.723454 6.49624 4.09512 0.357421
1.072 0.00492138 0.723999 6.50037 4.09701 0.3576
1.074 0.00492699 0.72455 6.50454 4.0989 0.357773
1.076 0.00493189 0.725097 6.50874 4.10079 0.357962
1.078 0.00493709 0.725647 6.51297 4.10268 0.358157
1.08 0.00494118 0.726194 6.51723 4.10457 0.358365
1.082 0.00494552 0.726741 6.52154 4.10647 0.358578
1.084 0.00494989 0.727287 6.52588 4.10838 0.358803
1.086 0.00495428 0.727832 6.53026 4.11029 0.359037
1.088 0.00495785 0.728371 6.53468 4.11221 0.35929
1.09 0.00496323 0.728906 6.53916 4.11414 0.359541
1.092 0.00496848 0.729435 6.54367 4.11609 0.359808
1.094 0.00497453 0.729964 6.54824 4.11806 0.360086
1.096 0.00534402 0.730541 6.55286 4.12006 0.360871
1.098 0.0067186 0.731434 6.55567 4.12289 0.365534
1.1 0.0068796 0.731994 6.55888 4.12437 0.367154
1.102 0.0069987 0.732634 6.56197 4.12625 0.368326
1.104 0.00707196 0.733264 6.56517 4.12813 0.369091
1.106 0.00715202 0.733935 6.56829 4.13004 0.369835
1.108 0.00722961 0.734621 6.57128 4.13193 0.370565
1.11 0.00727745 0.73527 6.57424 4.13371 0.371102
1.112 0.00731427 0.73594 6.57712 4.13553 0.371541
1.114 0.00734049 0.736599 6.58005 4.13732 0.371912
1.116 0.00736429 0.737253 6.58287 4.13907 0.372237
1.118 0.00738427 0.737905 6.58572 4.14085 0.372542
1.12 0.00740335 0.738541 6.5885 4.14255 0.372806
1.122 0.00741977 0.739179 6.59127 4.14429 0.373085
1.124 0.0074337 0.739797 6.59401 4.14596 0.373314
1.126 0.0074451 0.740417 6.59672 4.14764 0.373568
1.128 0.0074536 0.741021 6.5994 4.14929 0.373785
1.13 0.00746043 0.74162 6.60205 4.15092 0.374009
1.132 0.00746634 0.742206 6.60467 4.15252 0.374211
1.134 0.00747042 0.742785 6.60727 4.15411 0.374409
1.136 0.00747426 0.743354 6.60985 4.15569 0.374598
1.138 0.00747749 0.743914 6.61241 4.15724 0.374777
1.14 0.00748038 0.744466 6.61495 4.15878 0.374952
1.142 0.00748314 0.745009 6.61747 4.1603 0.375117
1.144 0.00748509 0.745544 6.61997 4.16181 0.375278
1.146 0.00748736 0.746071 6.62245 4.16331 0.375432
1.148 0.00748981 0.746591 6.62492 4.16478 0.375579
1.15 0.00749211 0.747104 6.62737 4.16624 0.375721
1.152 0.0074941 0.74761 6.6298 4.1677 0.375859
1.154 0.00749626 0.748109 6.63222 4.16913 0.37599
1.156 0.0074984 0.748601 6.63463 4.17055 0.376117
1.158 0.00750079 0.749087 6.63702 4.17196 0.376239
1.16 0.00750337 0.749568 6.63939 4.17335 0.376356
1.162 0.00750566 0.750041 6.64176 4.17473 0.376468
1.164 0.0098103 0.750734 6.64395 4.17757 0.380774
1.166 0.0101347 0.751045 6.64537 4.17946 0.383257
1.168 0.0102782 0.751234 6.64649 4.18015 0.384005
1.17 0.0103785 0.751388 6.64734 4.18072 0.384434
1.172 0.0104583 0.751535 6.64813 4.18119 0.38472
1.174 0.0105501 0.75164 6.64872 4.18153 0.384903
1.176 0.0106137 0.751738 6.64929 4.18183 0.385027
1.178 0.0106689 0.751827 6.64981 4.18209 0.385118
1.18 0.0107056 0.751905 6.6503 4.18234 0.38518
1.182 0.0107343 0.751987 6.65077 4.18257 0.385226
1.184 0.0107598 0.752059 6.65123 4.18279 0.385259
1.186 0.0107849 0.752137 6.65167 4.183 0.385285
1.188 0.0108057 0.752208 6.65211 4.18319 0.385307
1.19 0.0108228 0.752283 6.65253 4.18339 0.385324
1.192 0.0108361 0.752354 6.65297 4.18358 0.385337
1.194 0.0108458 0.752425 6.6534 4.18377 0.385345
1.196 0.0108534 0.752496 6.65383 4.18395 0.385351
1.198 0.0108605 0.752566 6.65425 4.18414 0.385355
1.2 0.0108665 0.752637 6.65468 4.18432 0.385358
1.202 0.0108721 0.752707 6.6551 4.1845 0.385361
1.204 0.010877 0.752777 6.65552 4.18468 0.385363
1.206 0.0108813 0.752848 6.65595 4.18486 0.385365
1.208 0.0108843 0.752918 6.65638 4.18505 0.385367
1.21 0.010887 0.752989 6.65681 4.18523 0.385368
1.212 0.0108892 0.75306 6.65723 4.18541 0.38537
1.214 0.010892 0.75313 6.65766 4.1856 0.385371
1.216 0.0108945 0.753202 6.65808 4.18578 0.385373
1.218 0.0108965 0.753272 6.65851 4.18596 0.385374
1.22 0.0108981 0.753343 6.65894 4.18614 0.385374
1.222 0.0108996 0.753415 6.65937 4.18632 0.385375
1.224 0.0109012 0.753486 6.6598 4.18651 0.385376
1.226 0.0109024 0.753557 6.66023 4.18669 0.385377
1.228 0.0109035 0.753628 6.66066 4.18687 0.385378
1.23 0.0109046 0.7537 6.66108 4.18705 0.385379
1.232 0.0109057 0.753771 6.66151 4.18723 0.385379
1.234 0.0109067 0.753842 6.66194 4.18741 0.38538
1.236 0.0109075 0.753913 6.66237 4.1876 0.385381
1.238 0.0109086 0.753985 6.6628 4.18778 0.385382
1.24 0.0109095 0.754056 6.66323 4.18796 0.385382
1.242 0.0109106 0.754127 6.66366 4.18814 0.385383
1.244 0.0109114 0.754199 6.66409 4.18832 0.385384
1.246 0.0109124 0.75427 6.66452 4.1885 0.385384
1.248 0.0109133 0.754341 6.66495 4.18868 0.385385
1.25 0.0109143 0.754413 6.66538 4.18886 0.385386
1.252 0.0109151 0.754484 6.6658 4.18904 0.385387
1.254 0.0109161 0.754556 6.66623 4.18922 0.385387
1.256 0.0109172 0.754627 6.66666 4.1894 0.385388
1.258 0.0109181 0.754698 6.66709 4.18958 0.385389
1.26 0.0109191 0.754769 6.66752 4.18976 0.385389
1.262 0.0109199 0.75484 6.66795 4.18994 0.38539
1.264 0.010921 0.754912 6.66838 4.19012 0.385391
1.266 0.0109218 0.754983 6.6688 4.1903 0.385392
1.268 0.0109227 0.755054 6.66923 4.19047 0.385392
1.27 0.0109236 0.755125 6.66966 4.19065 0.385393
1.272 0.0109245 0.755196 6.67009 4.19083 0.385394
1.274 0.0109252 0.755267 6.67051 4.19101 0.385394
1.276 0.010926 0.755337 6.67094 4.19119 0.385395
1.278 0.0109269 0.755408 6.67137 4.19136 0.385395
1.28 0.0109277 0.755479 6.67179 4.19154 0.385396
1.282 0.0109285 0.75555 6.67222 4.19172 0.385397
1.284 0.0109292 0.75562 6.67264 4.19189 0.385397
1.286 0.0109299 0.755691 6.67307 4.19207 0.385398
1.288 0.0109306 0.755761 6.67349 4.19225 0.385399
1.29 0.0109314 0.755831 6.67392 4.19242 0.385399
1.292 0.010932 0.755902 6.67434 4.1926 0.3854
1.294 0.0109328 0.755972 6.67476 4.19277 0.3854
1.296 0.0109335 0.756042 6.67519 4.19295 0.385401
1.298 0.0109343 0.756112 6.67561 4.19312 0.385401
1.3 0.010935 0.756182 6.67603 4.1933 0.385402
1.302 0.0109358 0.756252 6.67646 4.19347 0.385403
1.304 0.0109365 0.756321 6.67688 4.19365 0.385403
1.306 0.0109373 0.756391 6.6773 4.19382 0.385404
1.308 0.010938 0.75646 6.67772 4.194 0.385404
1.31 0.0109387 0.75653 6.67814 4.19417 0.385405
1.312 0.0109396 0.7566 6.67856 4.19434 0.385406
1.314 0.0109403 0.756669 6.67898 4.19451 0.385406
1.316 0.010941 0.756738 6.6794 4.19469 0.385407
1.318 0.0109418 0.756807 6.67982 4.19486 0.385407
1.32 0.0109426 0.756876 6.68024 4.19503 0.385408
1.322 0.0109433 0.756945 6.68066 4.1952 0.385409
1.324 0.0109441 0.757013 6.68107 4.19537 0.385409
1.326 0.0109449 0.757082 6.68149 4.19554 0.38541
1.328 0.0109456 0.757151 6.68191 4.19572 0.38541
1.33 0.0109464 0.757219 6.68233 4.19589 0.385411
1.332 0.0109471 0.757288 6.68274 4.19606 0.385412
1.334 0.0109479 0.757356 6.68316 4.19623 0.385412
1.336 0.0109487 0.757424 6.68357 4.1964 0.385413
1.338 0.0109494 0.757492 6.68399 4.19657 0.385413
1.34 0.0109501 0.75756 6.6844 4.19673 0.385414
1.342 0.0109509 0.757628 6.68482 4.1969 0.385414
1.344 0.0109516 0.757695 6.68523 4.19707 0.385415
1.346 0.0109523 0.757763 6.68564 4.19724 0.385416
1.348 0.0109531 0.75783 6.68606 4.19741 0.385416
1.35 0.0109538 0.757897 6.68647 4.19757 0.385417
1.352 0.0109545 0.757965 6.68688 4.19774 0.385417
1.354 0.0109551 0.758032 6.68729 4.19791 0.385418
1.356 0.0109558 0.758099 6.6877 4.19807 0.385418
1.358 0.0109565 0.758165 6.68811 4.19824 0.385419
1.36 0.0109572 0.758232 6.68852 4.19841 0.38542
1.362 0.0109578 0.758299 6.68893 4.19857 0.38542
1.364 0.0109585 0.758365 6.68934 4.19874 0.385421
1.366 0.0109592 0.758431 6.68975 4.1989 0.385421
1.368 0.0109598 0.758497 6.69016 4.19907 0.385422
1.37 0.0109611 0.758563 6.69056 4.19923 0.385426
1.372 0.0109629 0.758629 6.69097 4.1994 0.385429
1.374 0.0109642 0.758695 6.69138 4.19956 0.385432
1.376 0.0109651 0.75876 6.69179 4.19972 0.385434
1.378 0.010966 0.758826 6.69219 4.19989 0.385435
1.38 0.0109667 0.758891 6.6926 4.20005 0.385436
1.382 0.0109673 0.758957 6.693 4.20021 0.385437
1.384 0.0109679 0.759022 6.69341 4.20037 0.385437
1.386 0.0109684 0.759087 6.69381 4.20053 0.385438
1.388 0.0109689 0.759151 6.69421 4.20069 0.385438
1.39 0.0109694 0.759216 6.69461 4.20085 0.385439
1.392 0.0109699 0.75928 6.69502 4.20101 0.385439
1.394 0.0109703 0.759345 6.69542 4.20117 0.38544
1.396 0.0109708 0.759409 6.69582 4.20133 0.38544
1.398 0.0109712 0.759473 6.69622 4.20149 0.385441
1.4 0.0109717 0.759537 6.69662 4.20165 0.385441
1.402 0.0109721 0.759601 6.69702 4.20181 0.385442
1.404 0.0109725 0.759664 6.69742 4.20197 0.385442
1.406 0.010973 0.759728 6.69781 4.20213 0.385443
1.408 0.0109734 0.759791 6.69821 4.20228 0.385443
1.41 0.0109739 0.759855 6.69861 4.20244 0.385444
1.412 0.0109743 0.759918 6.69901 4.2026 0.385444
1.414 0.0109747 0.759981 6.6994 4.20275 0.385445
1.416 0.0109751 0.760044 6.6998 4.20291 0.385445
1.418 0.0109756 0.760106 6.70019 4.20306 0.385446
1.42 0.010976 0.760169 6.70059 4.20322 0.385446
1.422 0.0109764 0.760231 6.70098 4.20337 0.385447
1.424 0.0109768 0.760293 6.70137 4.20353 0.385447
1.426 0.0109773 0.760356 6.70177 4.20368 0.385448
1.428 0.0109777 0.760418 6.70216 4.20384 0.385448
1.43 0.0109781 0.760479 6.70255 4.20399 0.385449
1.432 0.0109785 0.760541 6.70294 4.20414 0.385449
1.434 0.0109789 0.760603 6.70333 4.20429 0.38545
1.436 0.0109794 0.760664 6.70373 4.20445 0.38545
1.438 0.0109798 0.760725 6.70412 4.2046 0.385451
1.44 0.0109802 0.760787 6.70451 4.20475 0.385451
1.442 0.0109806 0.760848 6.70489 4.2049 0.385451
1.444 0.010981 0.760909 6.70528 4.20505 0.385452
1.446 0.0109814 0.760969 6.70567 4.2052 0.385453
1.448 0.0109817 0.76103 6.70606 4.20535 0.385453
1.45 0.0109821 0.761091 6.70645 4.2055 0.385454
1.452 0.0109825 0.761151 6.70684 4.20565 0.385454
1.454 0.0109828 0.761212 6.70722 4.2058 0.385455
1.456 0.0109832 0.761272 6.70761 4.20595 0.385455
1.458 0.0109836 0.761332 6.708 4.2061 0.385456
1.46 0.010984 0.761392 6.70838 4.20625 0.385457
1.462 0.0109843 0.761453 6.70877 4.2064 0.385457
1.464 0.0109847 0.761513 6.70916 4.20655 0.385458
1.466 0.0109851 0.761573 6.70955 4.2067 0.385458
1.468 0.0109855 0.761632 6.70993 4.20685 0.385459
1.47 0.0109858 0.761692 6.71032 4.207 0.38546
1.472 0.0109862 0.761752 6.71071 4.20715 0.38546
1.474 0.0109866 0.761812 6.71109 4.2073 0.385461
1.476 0.010987 0.761871 6.71148 4.20745 0.385462
1.478 0.0109873 0.761931 6.71186 4.2076 0.385462
1.48 0.0109878 0.76199 6.71225 4.20775 0.385463
1.482 0.0109881 0.762049 6.71264 4.2079 0.385464
1.484 0.0109885 0.762109 6.71302 4.20805 0.385464
1.486 0.0109889 0.762168 6.71341 4.2082 0.385465
1.488 0.0109893 0.762227 6.71379 4.20835 0.385466
1.49 0.0109897 0.762286 6.71418 4.2085 0.385466
1.492 0.0109901 0.762345 6.71457 4.20864 0.385467
1.494 0.0109905 0.762404 6.71495 4.20879 0.385468
1.496 0.0109909 0.762462 6.71534 4.20894 0.385468
1.498 0.0109914 0.762521 6.71572 4.20909 0.385469
1.5 0.0109919 0.762579 6.71611 4.20924 0.38547
1.502 0.0109922 0.762637 6.71649 4.20938 0.385471
1.504 0.0109926 0.762695 6.71687 4.20953 0.385471
1.506 0.010993 0.762753 6.71726 4.20968 0.385472
1.508 0.0109935 0.762811 6.71764 4.20982 0.385473
1.51 0.010994 0.762869 6.71802 4.20997 0.385474
1.512 0.0109945 0.762926 6.7184 4.21011 0.385475
1.514 0.010995 0.762983 6.71878 4.21026 0.385476
1.516 0.0109956 0.76304 6.71916 4.2104 0.385477
1.518 0.0109961 0.763097 6.71954 4.21055 0.385478
1.52 0.0109966 0.763154 6.71992 4.21069 0.385479
1.522 0.0109973 0.76321 6.7203 4.21084 0.38548
1.524 0.0109978 0.763267 6.72068 4.21098 0.385481
1.526 0.0109984 0.763323 6.72106 4.21112 0.385482
1.528 0.0109989 0.763379 6.72144 4.21127 0.385483
1.53 0.0109996 0.763435 6.72182 4.21141 0.385484
1.532 0.0110002 0.763491 6.7222 4.21155 0.385485
1.534 0.0110008 0.763547 6.72258 4.21169 0.385486
1.536 0.0110014 0.763602 6.72296 4.21184 0.385487
1.538 0.0110021 0.763658 6.72334 4.21198 0.385488
1.54 0.0110027 0.763713 6.72371 4.21212 0.385489
1.542 0.0110032 0.763768 6.72409 4.21226 0.38549
1.544 0.0110038 0.763823 6.72447 4.2124 0.385491
1.546 0.0110045 0.763878 6.72485 4.21255 0.385492
1.548 0.0110051 0.763933 6.72523 4.21269 0.385493
1.55 0.0110057 0.763988 6.72561 4.21283 0.385494
1.552 0.0110063 0.764042 6.72598 4.21297 0.385495
1.554 0.0110069 0.764097 6.72636 4.21311 0.385496
1.556 0.0110074 0.764151 6.72674 4.21325 0.385498
1.558 0.011008 0.764205 6.72712 4.21339 0.385499
1.56 0.0110085 0.764259 6.7275 4.21353 0.3855
1.562 0.011009 0.764313 6.72788 4.21367 0.385501
1.564 0.0110095 0.764367 6.72826 4.21381 0.385502
1.566 0.0110099 0.764421 6.72863 4.21395 0.385503
1.568 0.0110104 0.764475 6.72901 4.21409 0.385504
1.57 0.0110108 0.764528 6.72939 4.21423 0.385505
1.572 0.0110111 0.764582 6.72977 4.21437 0.385506
1.574 0.0110115 0.764635 6.73015 4.21451 0.385507
1.576 0.0110119 0.764688 6.73053 4.21465 0.385508
1.578 0.0110122 0.764741 6.73091 4.21479 0.385509
1.58 0.0110126 0.764794 6.73129 4.21493 0.38551
1.582 0.0110804 0.764841 6.73161 4.21511 0.385649
1.584 0.0111239 0.764859 6.73177 4.21524 0.385729
1.586 0.0111596 0.76487 6.73184 4.2153 0.385745
1.588 0.0111715 0.764873 6.73187 4.21533 0.385751
1.59 0.0111857 0.764876 6.73189 4.21536 0.385754
1.592 0.0111986 0.764879 6.73192 4.21538 0.385756
1.594 0.0112061 0.764881 6.73194 4.21539 0.385757
1.596 0.0112109 0.764883 6.73195 4.2154 0.385758
1.598 0.0112149 0.764885 6.73196 4.21541 0.385759
1.6 0.0112185 0.764886 6.73198 4.21542 0.385759
1.602 0.011222 0.764888 6.73199 4.21543 0.385759
1.604 0.0112253 0.764889 6.732 4.21544 0.38576
1.606 0.0112281 0.76489 6.73201 4.21545 0.38576
1.608 0.0112307 0.764892 6.73203 4.21546 0.38576
1.61 0.0112334 0.764893 6.73204 4.21547 0.38576
1.612 0.0112359 0.764895 6.73205 4.21548 0.38576
1.614 0.0112381 0.764896 6.73207 4.21549 0.38576
1.616 0.0112404 0.764898 6.73208 4.2155 0.385761
1.618 0.0112423 0.764899 6.73209 4.21551 0.385761
1.62 0.0112443 0.7649 6.7321 4.21552 0.385761
1.622 0.0112459 0.764901 6.73211 4.21553 0.385761
1.624 0.0112475 0.764902 6.73212 4.21553 0.385761
1.626 0.0112488 0.764903 6.73214 4.21554 0.385761
1.628 0.0112499 0.764905 6.73215 4.21555 0.385761
1.63 0.0112509 0.764906 6.73216 4.21556 0.385761
1.632 0.0112517 0.764907 6.73217 4.21556 0.385762
1.634 0.0112525 0.764909 6.73218 4.21557 0.385762
1.636 0.0112535 0.764911 6.7322 4.21558 0.385762
1.638 0.0112542 0.764912 6.73221 4.21559 0.385762
1.64 0.0112554 0.764914 6.73222 4.2156 0.385762
1.642 0.0112563 0.764916 6.73224 4.21561 0.385762
1.644 0.0112571 0.764918 6.73225 4.21562 0.385762
1.646 0.0112576 0.76492 6.73226 4.21563 0.385762
1.648 0.011258 0.764922 6.73228 4.21563 0.385762
1.65 0.0112585 0.764924 6.73229 4.21564 0.385762
1.652 0.0112589 0.764926 6.7323 4.21565 0.385762
1.654 0.0112594 0.764928 6.73232 4.21566 0.385762
1.656 0.0112597 0.76493 6.73233 4.21567 0.385762
1.658 0.01126 0.764932 6.73234 4.21568 0.385762
1.66 0.0112603 0.764934 6.73236 4.21569 0.385762
1.662 0.0112607 0.764936 6.73237 4.21569 0.385762
1.664 0.011261 0.764938 6.73238 4.2157 0.385762
1.666 0.0112614 0.76494 6.7324 4.21571 0.385762
1.668 0.0112617 0.764942 6.73241 4.21572 0.385762
1.67 0.011262 0.764944 6.73242 4.21573 0.385762
1.672 0.0112622 0.764946 6.73243 4.21574 0.385762
1.674 0.0112625 0.764947 6.73245 4.21574 0.385762
1.676 0.0112628 0.764949 6.73246 4.21575 0.385762
1.678 0.011263 0.764951 6.73247 4.21576 0.385762
1.68 0.0112633 0.764954 6.73248 4.21577 0.385762
1.682 0.0112636 0.764956 6.7325 4.21578 0.385762
1.684 0.0112639 0.764958 6.73251 4.21578 0.385762
1.686 0.0112642 0.764959 6.73252 4.21579 0.385762
1.688 0.0112644 0.764961 6.73253 4.2158 0.385762
1.69 0.0112646 0.764963 6.73254 4.21581 0.385762
1.692 0.0112648 0.764965 6.73256 4.21582 0.385762
1.694 0.011265 0.764967 6.73257 4.21582 0.385762
1.696 0.0112652 0.764969 6.73258 4.21583 0.385762
1.698 0.0112654 0.764971 6.73259 4.21584 0.385762
1.7 0.0112656 0.764973 6.7326 4.21585 0.385762
1.702 0.0112658 0.764974 6.73262 4.21585 0.385762
1.704 0.011266 0.764976 6.73263 4.21586 0.385762
1.706 0.0112661 0.764978 6.73264 4.21587 0.385762
1.708 0.0112663 0.76498 6.73265 4.21588 0.385762
1.71 0.0112665 0.764982 6.73266 4.21588 0.385762
1.712 0.0112666 0.764984 6.73267 4.21589 0.385762
1.714 0.0112668 0.764985 6.73269 4.2159 0.385762
1.716 0.011267 0.764987 6.7327 4.2159 0.385762
1.718 0.0112671 0.764989 6.73271 4.21591 0.385762
1.72 0.0112673 0.764991 6.73272 4.21592 0.385762
1.722 0.0112674 0.764993 6.73273 4.21593 0.385762
1.724 0.0112676 0.764994 6.73274 4.21593 0.385762
1.726 0.0112678 0.764996 6.73275 4.21594 0.385762
1.728 0.0112679 0.764998 6.73277 4.21595 0.385762
1.73 0.0112681 0.765 6.73278 4.21595 0.385762
1.732 0.0112682 0.765002 6.73279 4.21596 0.385762
1.734 0.0112683 0.765003 6.7328 4.21597 0.385762
1.736 0.0112685 0.765005 6.73281 4.21598 0.385762
1.738 0.0112686 0.765007 6.73282 4.21598 0.385762
1.74 0.0112688 0.765009 6.73283 4.21599 0.385762
1.742 0.0112689 0.76501 6.73284 4.216 0.385762
1.744 0.0112691 0.765012 6.73286 4.216 0.385762
1.746 0.0112692 0.765014 6.73287 4.21601 0.385763
1.748 0.0112694 0.765016 6.73288 4.21602 0.385763
1.75 0.0112695 0.765018 6.73289 4.21602 0.385763
1.752 0.0112697 0.765019 6.7329 4.21603 0.385763
1.754 0.0112698 0.765021 6.73291 4.21604 0.385763
1.756 0.01127 0.765023 6.73292 4.21604 0.385763
1.758 0.0112701 0.765025 6.73293 4.21605 0.385763
1.76 0.0112702 0.765026 6.73294 4.21606 0.385763
1.762 0.0112704 0.765028 6.73295 4.21606 0.385763
1.764 0.0112705 0.76503 6.73297 4.21607 0.385763
1.766 0.0112706 0.765031 6.73298 4.21608 0.385763
1.768 0.0112707 0.765033 6.73299 4.21608 0.385763
1.77 0.0112709 0.765035 6.733 4.21609 0.385763
1.772 0.011271 0.765036 6.73301 4.2161 0.385763
1.774 0.0112711 0.765038 6.73302 4.2161 0.385763
1.776 0.0112712 0.76504 6.73303 4.21611 0.385763
1.778 0.0112713 0.765041 6.73304 4.21612 0.385763
1.78 0.0112715 0.765043 6.73305 4.21612 0.385763
1.782 0.0112716 0.765045 6.73306 4.21613 0.385763
1.784 0.0112717 0.765046 6.73307 4.21614 0.385763
1.786 0.0112718 0.765048 6.73308 4.21614 0.385763
1.788 0.0112719 0.76505 6.73309 4.21615 0.385763
1.79 0.0112721 0.765051 6.7331 4.21616 0.385763
1.792 0.0112722 0.765053 6.73311 4.21616 0.385763
1.794 0.0112723 0.765054 6.73312 4.21617 0.385763
1.796 0.0112724 0.765056 6.73313 4.21617 0.385763
1.798 0.0112726 0.765057 6.73314 4.21618 0.385763
1.8 0.0112727 0.765059 6.73315 4.21619 0.385763
1.802 0.0112728 0.765061 6.73316 4.21619 0.385763
1.804 0.011273 0.765062 6.73317 4.2162 0.385763
1.806 0.0112731 0.765063 6.73318 4.2162 0.385763
1.808 0.0112733 0.765065 6.73319 4.21621 0.385763
1.81 0.0112734 0.765066 6.7332 4.21622 0.385763
1.812 0.0112736 0.765068 6.73321 4.21622 0.385763
1.814 0.0112737 0.765069 6.73322 4.21623 0.385763
1.816 0.0112739 0.76507 6.73323 4.21623 0.385763
1.818 0.011274 0.765072 6.73324 4.21624 0.385763
1.82 0.0112742 0.765073 6.73325 4.21624 0.385763
1.822 0.0112744 0.765074 6.73326 4.21625 0.385763
1.824 0.0112746 0.765076 6.73327 4.21625 0.385763
1.826 0.0112748 0.765077 6.73327 4.21626 0.385763
1.828 0.011275 0.765078 6.73328 4.21626 0.385763
1.83 0.0112752 0.765079 6.73329 4.21627 0.385763
1.832 0.0112754 0.76508 6.7333 4.21627 0.385763
1.834 0.0112757 0.765081 6.73331 4.21628 0.385763
1.836 0.0112759 0.765082 6.73331 4.21628 0.385763
1.838 0.0112762 0.765083 6.73332 4.21629 0.385763
1.84 0.0112764 0.765084 6.73333 4.21629 0.385763
