#temps  Wn_tot  -Wt_tot  Wp_tot  Wint_tot  KEr_tot  
0.92 0.00347734 0.695651 6.45803 4.06722 0.399523
0.922 0.00347925 0.695881 6.45944 4.06813 0.399547
0.924 0.00348191 0.69611 6.46085 4.06903 0.39957
0.926 0.00348434 0.696337 6.46224 4.06993 0.399593
0.928 0.00348693 0.696564 6.46363 4.07082 0.399617
0.93 0.00348959 0.696789 6.46501 4.0717 0.399639
0.932 0.00349202 0.697012 6.46638 4.07258 0.399662
0.934 0.00349505 0.697235 6.46774 4.07345 0.399684
0.936 0.0034979 0.697456 6.46909 4.07432 0.399706
0.938 0.00350093 0.697676 6.47044 4.07518 0.399728
0.94 0.00350398 0.697895 6.47177 4.07604 0.399749
0.942 0.00350701 0.698113 6.4731 4.07689 0.399771
0.944 0.00351027 0.698329 6.47442 4.07774 0.399792
0.946 0.00351308 0.698544 6.47573 4.07858 0.399813
0.948 0.00351665 0.698758 6.47703 4.07942 0.399834
0.95 0.00351987 0.69897 6.47832 4.08024 0.399854
0.952 0.00352323 0.699182 6.47961 4.08107 0.399875
0.954 0.00352649 0.699392 6.48089 4.08189 0.399894
0.956 0.00352935 0.6996 6.48216 4.08271 0.399915
0.958 0.00353208 0.699808 6.48342 4.08352 0.399933
0.96 0.00353432 0.700014 6.48468 4.08432 0.399953
0.962 0.00353668 0.700219 6.48592 4.08512 0.399971
0.964 0.00353837 0.700422 6.48716 4.08591 0.39999
0.966 0.00354004 0.700625 6.48839 4.0867 0.400008
0.968 0.00354094 0.700826 6.48962 4.08749 0.400026
0.97 0.00354189 0.701027 6.49083 4.08827 0.400044
0.972 0.00354279 0.701226 6.49204 4.08904 0.400061
0.974 0.00354369 0.701424 6.49325 4.08981 0.400079
0.976 0.0035449 0.701622 6.49444 4.09058 0.400096
0.978 0.00354597 0.701818 6.49563 4.09134 0.400113
0.98 0.00354718 0.702013 6.49681 4.0921 0.40013
0.982 0.00354836 0.702207 6.49799 4.09285 0.400146
0.984 0.00354947 0.7024 6.49916 4.09359 0.400163
0.986 0.00355079 0.702592 6.50032 4.09434 0.400179
0.988 0.00355192 0.702783 6.50147 4.09508 0.400195
0.99 0.00355305 0.702972 6.50262 4.09581 0.400212
0.992 0.00355432 0.703161 6.50376 4.09654 0.400227
0.994 0.00355548 0.703349 6.5049 4.09727 0.400243
0.996 0.0035568 0.703536 6.50603 4.09799 0.400258
0.998 0.00355803 0.703722 6.50715 4.09871 0.400273
1 0.00355919 0.703907 6.50827 4.09942 0.400289
1.002 0.00356047 0.704091 6.50938 4.10013 0.400304
1.004 0.00356174 0.704274 6.51048 4.10084 0.400318
1.006 0.003563 0.704456 6.51158 4.10154 0.400333
1.008 0.00356415 0.704637 6.51268 4.10224 0.400347
1.01 0.00356529 0.704817 6.51376 4.10293 0.400361
1.012 0.00356652 0.704995 6.51484 4.10362 0.400376
1.014 0.00356777 0.705174 6.51592 4.1043 0.400389
1.016 0.00356896 0.70535 6.51698 4.10499 0.400403
1.018 0.0035703 0.705526 6.51805 4.10566 0.400416
1.02 0.00357165 0.705701 6.5191 4.10634 0.40043
1.022 0.00357285 0.705874 6.52015 4.10701 0.400443
1.024 0.00357413 0.706046 6.5212 4.10767 0.400456
1.026 0.00357512 0.706217 6.52223 4.10833 0.400469
1.028 0.00357606 0.706388 6.52327 4.10899 0.400482
1.03 0.00357678 0.706557 6.52429 4.10964 0.400495
1.032 0.00357768 0.706725 6.52531 4.11029 0.400507
1.034 0.00357837 0.706892 6.52633 4.11093 0.40052
1.036 0.00357925 0.707059 6.52734 4.11157 0.400532
1.038 0.00358022 0.707224 6.52835 4.11221 0.400544
1.04 0.00358117 0.707389 6.52935 4.11285 0.400556
1.042 0.00358223 0.707553 6.53034 4.11348 0.400567
1.044 0.00358305 0.707717 6.53134 4.1141 0.400579
1.046 0.00358394 0.70788 6.53232 4.11473 0.40059
1.048 0.0035846 0.708042 6.53331 4.11535 0.400602
1.05 0.00358536 0.708203 6.53428 4.11597 0.400613
1.052 0.00358618 0.708363 6.53526 4.11658 0.400624
1.054 0.00358698 0.708523 6.53622 4.11719 0.400635
1.056 0.0035878 0.708682 6.53719 4.1178 0.400645
1.058 0.00358845 0.70884 6.53815 4.1184 0.400656
1.06 0.00358909 0.708997 6.5391 4.119 0.400666
1.062 0.00358972 0.709154 6.54005 4.1196 0.400676
1.064 0.0035904 0.709309 6.541 4.12019 0.400686
1.066 0.0035911 0.709465 6.54194 4.12079 0.400696
1.068 0.00359169 0.709619 6.54288 4.12137 0.400706
1.07 0.00359236 0.709773 6.54381 4.12196 0.400715
1.072 0.00359292 0.709926 6.54474 4.12254 0.400725
1.074 0.00359354 0.710078 6.54566 4.12312 0.400734
1.076 0.00359407 0.71023 6.54658 4.1237 0.400743
1.078 0.00359454 0.710382 6.5475 4.12427 0.400753
1.08 0.00359506 0.710532 6.54841 4.12484 0.400762
1.082 0.0035955 0.710683 6.54932 4.1254 0.40077
1.084 0.003596 0.710832 6.55022 4.12597 0.400779
1.086 0.00359648 0.710981 6.55112 4.12653 0.400788
1.088 0.00359698 0.711129 6.55202 4.12709 0.400796
1.09 0.00359749 0.711277 6.55291 4.12764 0.400805
1.092 0.0035979 0.711424 6.5538 4.1282 0.400813
1.094 0.00359831 0.711571 6.55468 4.12875 0.400821
1.096 0.00359866 0.711717 6.55556 4.12929 0.400829
1.098 0.00359902 0.711862 6.55644 4.12984 0.400837
1.1 0.00359939 0.712006 6.55731 4.13038 0.400845
1.102 0.00359976 0.71215 6.55818 4.13092 0.400852
1.104 0.00360017 0.712293 6.55905 4.13145 0.40086
1.106 0.00360053 0.712436 6.55991 4.13198 0.400868
1.108 0.00360098 0.712578 6.56077 4.13251 0.400875
1.11 0.00360142 0.71272 6.56163 4.13304 0.400882
1.112 0.00360185 0.71286 6.56248 4.13357 0.40089
1.114 0.00360238 0.713001 6.56332 4.13409 0.400897
1.116 0.00360283 0.713141 6.56417 4.13461 0.400904
1.118 0.00360335 0.71328 6.56501 4.13513 0.400911
1.12 0.00360386 0.713418 6.56585 4.13564 0.400918
1.122 0.00360428 0.713556 6.56668 4.13615 0.400924
1.124 0.00360485 0.713694 6.56751 4.13666 0.400931
1.126 0.00360528 0.713831 6.56834 4.13717 0.400938
1.128 0.00360575 0.713967 6.56916 4.13768 0.400944
1.13 0.00360617 0.714103 6.56999 4.13818 0.40095
1.132 0.00360659 0.714238 6.5708 4.13868 0.400957
1.134 0.003607 0.714373 6.57162 4.13917 0.400963
1.136 0.00360737 0.714507 6.57243 4.13967 0.400969
1.138 0.00360785 0.71464 6.57324 4.14016 0.400975
1.14 0.00360827 0.714773 6.57404 4.14065 0.400981
1.142 0.00360874 0.714906 6.57484 4.14114 0.400987
1.144 0.00360917 0.715038 6.57564 4.14163 0.400992
1.146 0.00360966 0.715169 6.57643 4.14211 0.400998
1.148 0.00361012 0.7153 6.57723 4.14259 0.401004
1.15 0.00361069 0.71543 6.57802 4.14307 0.40101
1.152 0.0036111 0.71556 6.5788 4.14354 0.401015
1.154 0.00361157 0.715689 6.57958 4.14402 0.401021
1.156 0.00361207 0.715818 6.58036 4.14449 0.401026
1.158 0.00361246 0.715947 6.58114 4.14496 0.401032
1.16 0.00361301 0.716074 6.58191 4.14543 0.401037
1.162 0.00361345 0.716201 6.58268 4.14589 0.401042
1.164 0.00361398 0.716328 6.58345 4.14636 0.401047
1.166 0.00361436 0.716455 6.58422 4.14682 0.401052
1.168 0.00361483 0.71658 6.58498 4.14728 0.401057
1.17 0.00361521 0.716705 6.58574 4.14773 0.401062
1.172 0.00361564 0.716831 6.58649 4.14819 0.401067
1.174 0.00361603 0.716955 6.58725 4.14864 0.401072
1.176 0.00361642 0.717079 6.588 4.14909 0.401077
1.178 0.00361684 0.717202 6.58874 4.14954 0.401081
1.18 0.00361721 0.717325 6.58949 4.14999 0.401086
1.182 0.00361766 0.717447 6.59023 4.15043 0.401091
1.184 0.00361808 0.717569 6.59097 4.15088 0.401095
1.186 0.00361852 0.717691 6.5917 4.15132 0.4011
1.188 0.00361889 0.717812 6.59244 4.15176 0.401104
1.19 0.00361924 0.717933 6.59317 4.15219 0.401108
1.192 0.00361963 0.718053 6.5939 4.15263 0.401113
1.194 0.00361999 0.718173 6.59462 4.15306 0.401117
1.196 0.0036204 0.718292 6.59535 4.15349 0.401121
1.198 0.00362076 0.718411 6.59607 4.15392 0.401125
1.2 0.00362112 0.718529 6.59678 4.15435 0.401129
1.202 0.00362152 0.718647 6.5975 4.15478 0.401133
1.204 0.00362194 0.718765 6.59821 4.1552 0.401137
1.206 0.00362236 0.718882 6.59892 4.15563 0.401141
1.208 0.00362272 0.718999 6.59963 4.15605 0.401145
1.21 0.0036231 0.719115 6.60033 4.15647 0.401149
1.212 0.00362353 0.719231 6.60103 4.15688 0.401153
1.214 0.00362393 0.719347 6.60173 4.1573 0.401157
1.216 0.00362437 0.719462 6.60243 4.15771 0.40116
1.218 0.00362477 0.719576 6.60313 4.15813 0.401164
1.22 0.00362518 0.71969 6.60382 4.15854 0.401168
1.222 0.00362559 0.719804 6.60451 4.15894 0.401171
1.224 0.00362606 0.719918 6.6052 4.15935 0.401175
1.226 0.00362653 0.720031 6.60588 4.15976 0.401178
1.228 0.00362694 0.720143 6.60657 4.16016 0.401182
1.23 0.00362738 0.720255 6.60725 4.16056 0.401185
1.232 0.00362785 0.720367 6.60793 4.16096 0.401189
1.234 0.0036283 0.720479 6.6086 4.16136 0.401192
1.236 0.00362883 0.720589 6.60928 4.16176 0.401195
1.238 0.00362934 0.7207 6.60995 4.16216 0.401199
1.24 0.00362982 0.72081 6.61062 4.16255 0.401202
1.242 0.00363042 0.72092 6.61129 4.16294 0.401205
1.244 0.00363104 0.721029 6.61195 4.16334 0.401209
1.246 0.0036316 0.721139 6.61262 4.16372 0.401212
1.248 0.00363224 0.721247 6.61328 4.16411 0.401215
1.25 0.00363287 0.721355 6.61394 4.1645 0.401218
1.252 0.0036335 0.721463 6.61459 4.16488 0.401221
1.254 0.00363424 0.721571 6.61525 4.16527 0.401224
1.256 0.00363497 0.721678 6.6159 4.16565 0.401227
1.258 0.00363562 0.721785 6.61655 4.16603 0.40123
1.26 0.00363638 0.721891 6.6172 4.16641 0.401233
1.262 0.00363717 0.721997 6.61785 4.16679 0.401237
1.264 0.00363788 0.722103 6.61849 4.16716 0.401239
1.266 0.00363855 0.722208 6.61913 4.16754 0.401242
1.268 0.00363923 0.722313 6.61978 4.16791 0.401245
1.27 0.00363987 0.722418 6.62041 4.16828 0.401248
1.272 0.00364053 0.722522 6.62105 4.16865 0.401251
1.274 0.00364122 0.722625 6.62168 4.16902 0.401254
1.276 0.00364179 0.722729 6.62232 4.16939 0.401257
1.278 0.0036424 0.722832 6.62295 4.16975 0.401259
1.28 0.00364309 0.722935 6.62358 4.17012 0.401262
1.282 0.00364372 0.723038 6.62421 4.17048 0.401265
1.284 0.00364431 0.72314 6.62483 4.17084 0.401267
1.286 0.00364501 0.723241 6.62545 4.1712 0.40127
1.288 0.0036456 0.723343 6.62608 4.17156 0.401272
1.29 0.00364612 0.723444 6.6267 4.17191 0.401275
1.292 0.00364683 0.723545 6.62732 4.17227 0.401277
1.294 0.00364739 0.723645 6.62793 4.17262 0.40128
1.296 0.00364793 0.723745 6.62855 4.17297 0.401282
1.298 0.00364858 0.723845 6.62916 4.17333 0.401284
1.3 0.00364918 0.723944 6.62977 4.17368 0.401287
1.302 0.00364961 0.724043 6.63038 4.17402 0.401289
1.304 0.00365023 0.724143 6.63099 4.17437 0.401291
1.306 0.00365085 0.724241 6.6316 4.17472 0.401293
1.308 0.00365135 0.724339 6.63221 4.17506 0.401295
1.31 0.00365203 0.724437 6.63281 4.1754 0.401297
1.312 0.00365272 0.724535 6.63341 4.17574 0.401299
1.314 0.00365339 0.724632 6.63402 4.17609 0.401301
1.316 0.00365421 0.724729 6.63462 4.17642 0.401303
1.318 0.00365498 0.724826 6.63522 4.17676 0.401305
1.32 0.00365588 0.724922 6.63581 4.1771 0.401308
1.322 0.00365692 0.725019 6.63641 4.17743 0.401309
1.324 0.00365814 0.725115 6.63701 4.17777 0.401312
1.326 0.00365936 0.72521 6.6376 4.1781 0.401314
1.328 0.00366054 0.725306 6.63819 4.17843 0.401316
1.33 0.00366186 0.725401 6.63879 4.17877 0.401318
1.332 0.00366324 0.725496 6.63938 4.1791 0.40132
1.334 0.00366477 0.72559 6.63997 4.17943 0.401322
1.336 0.00366622 0.725685 6.64055 4.17975 0.401324
1.338 0.00366756 0.725779 6.64114 4.18008 0.401326
1.34 0.00366894 0.725872 6.64173 4.18041 0.401328
1.342 0.00367033 0.725966 6.64231 4.18073 0.40133
1.344 0.00367189 0.726059 6.6429 4.18105 0.401332
1.346 0.00367345 0.726152 6.64348 4.18138 0.401334
1.348 0.003675 0.726245 6.64406 4.1817 0.401336
1.35 0.00367647 0.726337 6.64464 4.18202 0.401338
1.352 0.00367788 0.726429 6.64522 4.18234 0.40134
1.354 0.00367939 0.726521 6.6458 4.18266 0.401342
1.356 0.00368097 0.726613 6.64638 4.18297 0.401344
1.358 0.00368264 0.726704 6.64695 4.18329 0.401346
1.36 0.00368425 0.726795 6.64753 4.1836 0.401348
1.362 0.00368575 0.726886 6.6481 4.18392 0.40135
1.364 0.00397792 0.727012 6.64864 4.1844 0.401878
1.366 0.00414844 0.727042 6.64889 4.18468 0.402143
1.368 0.00424501 0.727061 6.64908 4.1848 0.402208
1.37 0.00429238 0.727072 6.64919 4.18488 0.402231
1.372 0.00434032 0.727076 6.64929 4.18495 0.40224
1.374 0.00437975 0.72708 6.64938 4.18501 0.402247
1.376 0.00441574 0.727084 6.64946 4.18505 0.402252
1.378 0.00443775 0.727087 6.64951 4.18509 0.402255
1.38 0.00445057 0.72709 6.64956 4.18512 0.402257
1.382 0.00446247 0.727093 6.64959 4.18515 0.402259
1.384 0.00447851 0.727095 6.64963 4.18517 0.40226
1.386 0.00449287 0.727098 6.64966 4.18519 0.402261
1.388 0.00450452 0.7271 6.64969 4.18521 0.402262
1.39 0.00451254 0.727102 6.64971 4.18523 0.402263
1.392 0.00452105 0.727104 6.64974 4.18525 0.402263
1.394 0.00453047 0.727105 6.64977 4.18526 0.402264
1.396 0.00453844 0.727107 6.64979 4.18528 0.402264
1.398 0.00454673 0.727108 6.64982 4.1853 0.402264
1.4 0.0045529 0.72711 6.64984 4.18531 0.402265
1.402 0.00455763 0.727111 6.64986 4.18532 0.402265
1.404 0.00456274 0.727113 6.64988 4.18533 0.402265
1.406 0.00456642 0.727114 6.64989 4.18534 0.402265
1.408 0.00456991 0.727116 6.6499 4.18535 0.402265
1.41 0.00457306 0.727117 6.64992 4.18536 0.402266
1.412 0.00457589 0.727119 6.64993 4.18537 0.402266
1.414 0.00457983 0.72712 6.64994 4.18538 0.402266
1.416 0.00458383 0.727122 6.64996 4.18539 0.402266
1.418 0.00458722 0.727124 6.64997 4.1854 0.402266
1.42 0.00459127 0.727125 6.64999 4.18541 0.402266
1.422 0.00459528 0.727127 6.65 4.18542 0.402266
1.424 0.00459855 0.727129 6.65001 4.18543 0.402266
1.426 0.00460212 0.727131 6.65003 4.18544 0.402266
1.428 0.00460536 0.727133 6.65004 4.18544 0.402267
1.43 0.00460784 0.727135 6.65005 4.18545 0.402267
1.432 0.0046102 0.727137 6.65006 4.18546 0.402267
1.434 0.0046124 0.727139 6.65007 4.18547 0.402267
1.436 0.00461407 0.727141 6.65008 4.18547 0.402267
1.438 0.00461587 0.727143 6.65009 4.18548 0.402267
1.44 0.00461762 0.727144 6.6501 4.18549 0.402267
1.442 0.00461906 0.727146 6.65011 4.18549 0.402267
1.444 0.00462054 0.727148 6.65012 4.1855 0.402267
1.446 0.00462207 0.72715 6.65013 4.1855 0.402267
1.448 0.00462339 0.727152 6.65014 4.18551 0.402267
1.45 0.00462459 0.727153 6.65015 4.18552 0.402267
1.452 0.00462594 0.727155 6.65016 4.18552 0.402267
1.454 0.00462718 0.727157 6.65017 4.18553 0.402267
1.456 0.00462819 0.727158 6.65017 4.18553 0.402267
1.458 0.00462932 0.72716 6.65018 4.18554 0.402267
1.46 0.0046304 0.727161 6.65019 4.18554 0.402267
1.462 0.00463126 0.727163 6.6502 4.18555 0.402267
1.464 0.00463221 0.727164 6.65021 4.18555 0.402267
1.466 0.00463318 0.727166 6.65021 4.18556 0.402267
1.468 0.00463398 0.727167 6.65022 4.18556 0.402268
1.47 0.00463484 0.727169 6.65023 4.18557 0.402268
1.472 0.00463578 0.72717 6.65024 4.18557 0.402268
1.474 0.00463658 0.727171 6.65024 4.18558 0.402268
1.476 0.00463737 0.727173 6.65025 4.18558 0.402268
1.478 0.00463826 0.727174 6.65026 4.18559 0.402268
1.48 0.00463902 0.727175 6.65026 4.18559 0.402268
1.482 0.00463975 0.727176 6.65027 4.1856 0.402268
1.484 0.00464059 0.727177 6.65028 4.1856 0.402268
1.486 0.00464132 0.727179 6.65029 4.18561 0.402268
1.488 0.00464201 0.72718 6.65029 4.18561 0.402268
1.49 0.00464282 0.727181 6.6503 4.18562 0.402268
1.492 0.00464354 0.727182 6.65031 4.18562 0.402268
1.494 0.0046442 0.727183 6.65031 4.18562 0.402268
1.496 0.00464495 0.727185 6.65032 4.18563 0.402268
1.498 0.00464561 0.727186 6.65033 4.18563 0.402268
1.5 0.00464619 0.727187 6.65033 4.18564 0.402268
1.502 0.00464685 0.727188 6.65034 4.18564 0.402268
1.504 0.00464744 0.727189 6.65035 4.18565 0.402268
1.506 0.00464795 0.72719 6.65035 4.18565 0.402268
1.508 0.00464854 0.727191 6.65036 4.18565 0.402268
1.51 0.00464909 0.727193 6.65036 4.18566 0.402268
1.512 0.00464955 0.727194 6.65037 4.18566 0.402268
1.514 0.00465007 0.727195 6.65038 4.18567 0.402268
1.516 0.00465057 0.727196 6.65038 4.18567 0.402268
1.518 0.00465098 0.727197 6.65039 4.18567 0.402268
1.52 0.00465142 0.727198 6.65039 4.18568 0.402268
1.522 0.00465185 0.727199 6.6504 4.18568 0.402268
1.524 0.00465221 0.727201 6.65041 4.18569 0.402268
1.526 0.00465256 0.727202 6.65041 4.18569 0.402268
1.528 0.00465293 0.727203 6.65042 4.18569 0.402268
1.53 0.00465326 0.727204 6.65042 4.1857 0.402268
1.532 0.00465355 0.727205 6.65043 4.1857 0.402268
1.534 0.00465385 0.727206 6.65044 4.1857 0.402268
1.536 0.00465414 0.727208 6.65044 4.18571 0.402268
1.538 0.00465438 0.727209 6.65045 4.18571 0.402268
1.54 0.00465461 0.72721 6.65045 4.18572 0.402268
1.542 0.00465483 0.727211 6.65046 4.18572 0.402268
1.544 0.00465502 0.727212 6.65047 4.18572 0.402268
1.546 0.00465518 0.727213 6.65047 4.18573 0.402268
1.548 0.00465533 0.727214 6.65048 4.18573 0.402268
1.55 0.00465547 0.727216 6.65048 4.18574 0.402268
1.552 0.00465559 0.727217 6.65049 4.18574 0.402268
1.554 0.0046557 0.727218 6.65049 4.18574 0.402268
1.556 0.0046558 0.727219 6.6505 4.18575 0.402268
1.558 0.0046559 0.72722 6.65051 4.18575 0.402268
1.56 0.00465599 0.727221 6.65051 4.18575 0.402268
1.562 0.00465609 0.727222 6.65052 4.18576 0.402268
1.564 0.00465618 0.727224 6.65052 4.18576 0.402268
1.566 0.00465627 0.727225 6.65053 4.18576 0.402268
1.568 0.00465636 0.727226 6.65053 4.18577 0.402268
1.57 0.00465646 0.727227 6.65054 4.18577 0.402268
1.572 0.00465655 0.727228 6.65055 4.18578 0.402268
1.574 0.00465665 0.727229 6.65055 4.18578 0.402268
1.576 0.00465674 0.72723 6.65056 4.18578 0.402268
1.578 0.00465684 0.727231 6.65056 4.18579 0.402268
1.58 0.00465693 0.727233 6.65057 4.18579 0.402268
1.582 0.00465702 0.727234 6.65057 4.18579 0.402268
1.584 0.00465711 0.727235 6.65058 4.1858 0.402268
1.586 0.00465719 0.727236 6.65058 4.1858 0.402268
1.588 0.00465727 0.727237 6.65059 4.18581 0.402268
1.59 0.00465736 0.727238 6.6506 4.18581 0.402268
1.592 0.00465744 0.727239 6.6506 4.18581 0.402268
1.594 0.00465752 0.72724 6.65061 4.18582 0.402268
1.596 0.0046576 0.727241 6.65061 4.18582 0.402268
1.598 0.00465767 0.727242 6.65062 4.18582 0.402268
1.6 0.00465775 0.727243 6.65062 4.18583 0.402268
1.602 0.00465782 0.727244 6.65063 4.18583 0.402268
1.604 0.00465789 0.727245 6.65063 4.18583 0.402268
1.606 0.00465797 0.727246 6.65064 4.18584 0.402268
1.608 0.00465804 0.727247 6.65065 4.18584 0.402268
1.61 0.00465811 0.727248 6.65065 4.18584 0.402268
1.612 0.00465818 0.727249 6.65066 4.18585 0.402268
1.614 0.00465825 0.72725 6.65066 4.18585 0.402268
1.616 0.00465831 0.727251 6.65067 4.18585 0.402268
1.618 0.00465838 0.727252 6.65067 4.18586 0.402268
1.62 0.00465844 0.727253 6.65068 4.18586 0.402268
1.622 0.0046585 0.727254 6.65068 4.18587 0.402268
1.624 0.00465856 0.727254 6.65069 4.18587 0.402268
1.626 0.00465862 0.727255 6.65069 4.18587 0.402268
1.628 0.00465868 0.727256 6.6507 4.18588 0.402268
1.63 0.00465873 0.727257 6.6507 4.18588 0.402268
1.632 0.00465878 0.727258 6.65071 4.18588 0.402268
1.634 0.00465884 0.727259 6.65071 4.18589 0.402268
1.636 0.00465889 0.72726 6.65072 4.18589 0.402268
1.638 0.00465895 0.727261 6.65073 4.18589 0.402268
1.64 0.00465901 0.727262 6.65073 4.1859 0.402268
1.642 0.00465908 0.727263 6.65074 4.1859 0.402268
1.644 0.00465914 0.727264 6.65074 4.1859 0.402268
1.646 0.00465922 0.727265 6.65075 4.18591 0.402268
1.648 0.00465929 0.727266 6.65075 4.18591 0.402268
1.65 0.00465937 0.727267 6.65076 4.18591 0.402268
1.652 0.00465947 0.727268 6.65076 4.18592 0.402268
1.654 0.00465957 0.727269 6.65077 4.18592 0.402268
1.656 0.00465968 0.72727 6.65077 4.18593 0.402268
1.658 0.0046598 0.727271 6.65078 4.18593 0.402268
1.66 0.00465993 0.727272 6.65079 4.18593 0.402268
1.662 0.00466006 0.727273 6.65079 4.18594 0.402268
1.664 0.0046602 0.727275 6.6508 4.18594 0.402268
1.666 0.00466034 0.727276 6.6508 4.18595 0.402268
1.668 0.00466049 0.727277 6.65081 4.18595 0.402268
1.67 0.00466064 0.727279 6.65082 4.18595 0.402268
1.672 0.00466078 0.72728 6.65082 4.18596 0.402268
1.674 0.00466093 0.727281 6.65083 4.18596 0.402268
1.676 0.00466107 0.727283 6.65084 4.18597 0.402268
1.678 0.00466121 0.727284 6.65084 4.18597 0.402268
1.68 0.00466135 0.727286 6.65085 4.18597 0.402268
1.682 0.00466148 0.727287 6.65085 4.18598 0.402268
1.684 0.00466159 0.727288 6.65086 4.18598 0.402268
1.686 0.00466168 0.72729 6.65087 4.18599 0.402268
1.688 0.00466177 0.727291 6.65087 4.18599 0.402268
1.69 0.00466184 0.727292 6.65088 4.186 0.402268
1.692 0.00466191 0.727293 6.65088 4.186 0.402268
1.694 0.00466198 0.727294 6.65089 4.186 0.402268
1.696 0.00466204 0.727295 6.6509 4.18601 0.402268
1.698 0.0046621 0.727296 6.6509 4.18601 0.402268
1.7 0.00466215 0.727297 6.65091 4.18601 0.402268
1.702 0.0046622 0.727298 6.65091 4.18602 0.402268
1.704 0.00466226 0.727299 6.65092 4.18602 0.402268
1.706 0.00466231 0.7273 6.65092 4.18602 0.402268
1.708 0.00466236 0.727301 6.65093 4.18603 0.402268
1.71 0.0046624 0.727302 6.65093 4.18603 0.402268
1.712 0.00466245 0.727303 6.65094 4.18604 0.402268
1.714 0.0046625 0.727304 6.65094 4.18604 0.402268
1.716 0.00466255 0.727305 6.65095 4.18604 0.402268
1.718 0.00466259 0.727306 6.65096 4.18605 0.402268
1.72 0.00466264 0.727307 6.65096 4.18605 0.402268
1.722 0.00466268 0.727308 6.65097 4.18605 0.402268
1.724 0.00466273 0.727309 6.65097 4.18606 0.402268
1.726 0.00466277 0.72731 6.65098 4.18606 0.402268
1.728 0.00466281 0.727311 6.65098 4.18606 0.402268
1.73 0.00466285 0.727312 6.65099 4.18607 0.402268
1.732 0.00466289 0.727313 6.65099 4.18607 0.402268
1.734 0.00466293 0.727314 6.651 4.18607 0.402268
1.736 0.00466297 0.727315 6.651 4.18608 0.402268
1.738 0.004663 0.727316 6.65101 4.18608 0.402268
1.74 0.00466304 0.727317 6.65102 4.18608 0.402268
1.742 0.00466308 0.727317 6.65102 4.18609 0.402268
1.744 0.00466312 0.727318 6.65103 4.18609 0.402268
1.746 0.00466316 0.727319 6.65103 4.1861 0.402268
1.748 0.00466319 0.72732 6.65104 4.1861 0.402268
1.75 0.00466323 0.727321 6.65104 4.1861 0.402268
1.752 0.00466326 0.727322 6.65105 4.18611 0.402268
1.754 0.00466329 0.727323 6.65105 4.18611 0.402268
1.756 0.00466332 0.727324 6.65106 4.18611 0.402268
1.758 0.00466335 0.727325 6.65106 4.18612 0.402268
1.76 0.00466337 0.727326 6.65107 4.18612 0.402268
1.762 0.0046634 0.727327 6.65107 4.18612 0.402268
1.764 0.00466343 0.727328 6.65108 4.18613 0.402268
1.766 0.00466346 0.727329 6.65108 4.18613 0.402268
1.768 0.00466349 0.727329 6.65109 4.18613 0.402268
1.77 0.00466352 0.72733 6.6511 4.18614 0.402268
1.772 0.00466354 0.727331 6.6511 4.18614 0.402268
1.774 0.00466357 0.727332 6.65111 4.18614 0.402268
1.776 0.0046636 0.727333 6.65111 4.18615 0.402268
1.778 0.00466363 0.727334 6.65112 4.18615 0.402268
1.78 0.00466366 0.727335 6.65112 4.18615 0.402268
1.782 0.00466369 0.727336 6.65113 4.18616 0.402268
1.784 0.00466372 0.727337 6.65113 4.18616 0.402268
1.786 0.00466374 0.727338 6.65114 4.18616 0.402268
1.788 0.00466377 0.727338 6.65114 4.18617 0.402268
1.79 0.0046638 0.727339 6.65115 4.18617 0.402268
1.792 0.00466383 0.72734 6.65115 4.18617 0.402268
1.794 0.00466386 0.727341 6.65116 4.18618 0.402268
1.796 0.00466388 0.727342 6.65116 4.18618 0.402268
1.798 0.00466391 0.727343 6.65117 4.18618 0.402268
1.8 0.00466394 0.727344 6.65118 4.18619 0.402268
1.802 0.00466397 0.727345 6.65118 4.18619 0.402268
1.804 0.00466399 0.727346 6.65119 4.18619 0.402268
1.806 0.00466402 0.727347 6.65119 4.1862 0.402268
1.808 0.00466405 0.727347 6.6512 4.1862 0.402268
1.81 0.00466408 0.727348 6.6512 4.1862 0.402268
1.812 0.00466411 0.727349 6.65121 4.18621 0.402268
1.814 0.00466413 0.72735 6.65121 4.18621 0.402268
1.816 0.00466416 0.727351 6.65122 4.18622 0.402268
1.818 0.00466419 0.727352 6.65122 4.18622 0.402268
1.82 0.00466422 0.727353 6.65123 4.18622 0.402268
1.822 0.00466425 0.727354 6.65123 4.18623 0.402268
1.824 0.00466428 0.727355 6.65124 4.18623 0.402268
1.826 0.00466431 0.727356 6.65124 4.18623 0.402268
1.828 0.00466433 0.727356 6.65125 4.18624 0.402268
1.83 0.00466436 0.727357 6.65125 4.18624 0.402268
1.832 0.00466439 0.727358 6.65126 4.18624 0.402268
1.834 0.00466442 0.727359 6.65127 4.18625 0.402268
1.836 0.00466445 0.72736 6.65127 4.18625 0.402268
1.838 0.00466448 0.727361 6.65128 4.18625 0.402268
1.84 0.00466451 0.727362 6.65128 4.18626 0.402268
1.842 0.00466454 0.727363 6.65129 4.18626 0.402268
1.844 0.00466457 0.727364 6.65129 4.18626 0.402268
1.846 0.00466461 0.727365 6.6513 4.18627 0.402268
1.848 0.00466464 0.727365 6.6513 4.18627 0.402268
